Client Number	Status	Age	Gender	Dependent	Education	Marital_Status	Income Level	Card Category	Monthly Transaction	Total_Relationship_Count	Months Inactive 12M	Contacts Count 12M	Credit Limit	Total Revolving Bal	Total Open To Buy	Total Trans Amt	Zipcode	Tenure Year
772404633	Existing Customer	49	M	2	Graduate	Married	$80K - $120K	Silver	39	1	1	2	34516	1118	33398	7734	14004	8
772407333	Attrited Customer	41	F	3	Unknown	Married	Less than $40K	Blue	30	5	3	3	1654	0	1654	1730	14005	9
772409733	Existing Customer	39	F	3	High School	Divorced	$40K - $60K	Blue	28	4	1	3	3400	2307	1093	4742	14006	1
772415808	Existing Customer	48	F	5	Post-Graduate	Married	$40K - $60K	Blue	38	3	3	1	2926	716	2210	4219	12571	0
772426383	Existing Customer	50	F	4	Uneducated	Married	$40K - $60K	Blue	40	5	2	3	3065	1570	1495	1130	13625	5
772430733	Existing Customer	42	M	2	Graduate	Married	$120K +	Blue	32	1	1	1	34516	1440	33076	7168	13624	1
772437633	Existing Customer	43	M	3	Graduate	Single	$60K - $80K	Blue	33	4	2	3	6854	0	6854	4578	13627	8
772442883	Attrited Customer	51	F	4	Graduate	Married	Unknown	Blue	41	2	3	5	3853	696	3157	2443	13626	6
772449858	Existing Customer	51	M	3	Graduate	Divorced	$40K - $60K	Blue	41	5	3	4	7570	1388	6182	3849	13621	1
772452783	Existing Customer	43	M	3	Unknown	Married	$40K - $60K	Blue	33	6	1	2	4402	1640	2762	1774	13620	0
772457583	Existing Customer	47	F	2	Doctorate	Single	Less than $40K	Blue	37	3	0	1	4254	1204	3050	5385	13623	1
772460508	Existing Customer	53	M	1	Uneducated	Married	$40K - $60K	Blue	43	3	1	2	4426	1530	2896	1231	13622	10
772466508	Attrited Customer	45	M	3	Unknown	Single	$60K - $80K	Blue	35	6	2	1	18004	2517	15487	2030	13628	1
772468983	Existing Customer	36	M	1	Post-Graduate	Married	$80K - $120K	Blue	26	3	4	2	21927	1291	20636	1946	14468	6
772472208	Existing Customer	50	M	1	Uneducated	Married	$60K - $80K	Blue	40	6	1	4	4092	996	3096	2298	14469	6
772491333	Existing Customer	31	F	1	Post-Graduate	Married	Less than $40K	Blue	21	2	1	2	5342	2005	3337	14738	14462	2
772506858	Existing Customer	45	F	4	High School	Single	Unknown	Blue	35	3	4	2	8795	2517	6278	4552	14466	1
772514808	Existing Customer	36	F	2	Uneducated	Single	$40K - $60K	Blue	26	3	2	4	3131	2379	752	2315	14467	4
772525308	Existing Customer	43	M	3	College	Single	$40K - $60K	Blue	33	5	2	4	10533	1689	8844	3651	14464	4
772528158	Attrited Customer	55	F	3	Unknown	Single	Less than $40K	Blue	45	4	3	4	1741	0	1741	2546	12024	1
772532208	Attrited Customer	51	F	2	Doctorate	Married	Less than $40K	Blue	41	2	2	3	6630	916	5714	842	12025	3
772539558	Existing Customer	65	F	0	College	Single	Less than $40K	Blue	55	3	3	0	2022	0	2022	4623	12027	7
772545858	Existing Customer	49	F	4	Graduate	Married	Less than $40K	Blue	39	4	2	3	5095	0	5095	3808	12020	10
772565883	Existing Customer	41	M	0	High School	Single	$80K - $120K	Blue	31	3	5	2	33472	2517	30955	4719	12023	4
772569033	Existing Customer	44	M	0	High School	Divorced	$80K - $120K	Blue	34	5	2	2	5293	1236	4057	4572	12028	9
772571508	Existing Customer	34	F	2	High School	Single	Less than $40K	Blue	24	4	1	0	2799	0	2799	2311	13089	10
772574283	Attrited Customer	50	F	2	Graduate	Married	$40K - $60K	Blue	40	3	1	4	7191	0	7191	1654	13088	7
772578858	Existing Customer	49	F	1	Unknown	Married	Less than $40K	Blue	39	3	4	2	2904	2203	701	3848	13084	2
772580958	Existing Customer	57	F	2	Uneducated	Married	Unknown	Blue	47	3	2	2	3136	2138	998	4930	13087	9
772585008	Existing Customer	48	F	4	High School	Married	Unknown	Blue	38	2	3	1	3187	1937	1250	5111	13080	8
772590408	Existing Customer	41	M	5	Unknown	Married	$80K - $120K	Blue	31	3	3	1	12114	1379	10735	3964	13083	6
772596783	Existing Customer	31	M	1	Graduate	Unknown	Less than $40K	Gold	21	3	2	2	15261	1109	14152	15442	13082	3
772601283	Existing Customer	39	M	1	Post-Graduate	Single	$80K - $120K	Blue	29	6	2	2	23034	1992	21042	2514	12848	3
772607433	Existing Customer	50	M	3	High School	Married	$80K - $120K	Blue	40	6	2	4	4514	2016	2498	4107	12842	9
772629333	Existing Customer	45	M	3	Graduate	Married	$40K - $60K	Blue	35	5	4	2	3454	1200	2254	1313	12843	0
772637058	Existing Customer	34	M	3	Uneducated	Married	$60K - $80K	Blue	24	3	1	4	8167	1740	6427	2141	12841	2
772640808	Existing Customer	38	F	1	College	Single	Less than $40K	Blue	28	2	2	2	4623	1366	3257	14730	12846	6
772643058	Existing Customer	58	F	3	Graduate	Married	Less than $40K	Blue	48	6	2	3	2800	1834	966	1571	12847	4
772655733	Existing Customer	41	M	1	Uneducated	Single	$80K - $120K	Blue	31	6	2	4	2404	1887	517	4489	12844	6
772658658	Existing Customer	57	M	2	High School	Single	$60K - $80K	Blue	47	6	3	4	2248	0	2248	4439	12845	7
772661808	Existing Customer	56	M	3	Graduate	Married	$120K +	Blue	46	2	1	2	7234	2055	5179	5051	12257	1
772669833	Existing Customer	43	M	3	Post-Graduate	Single	$60K - $80K	Blue	33	4	3	2	16037	0	16037	3048	12256	10
772674933	Existing Customer	51	M	1	Uneducated	Married	$80K - $120K	Blue	41	5	3	3	5638	808	4830	2036	12255	4
772684833	Existing Customer	32	F	1	Unknown	Married	Less than $40K	Blue	22	3	3	2	2642	2035	607	1761	12252	5
772687983	Existing Customer	53	M	3	Graduate	Single	$60K - $80K	Blue	43	5	3	3	8404	1498	6906	4811	12250	4
772695033	Attrited Customer	47	M	5	High School	Single	$80K - $120K	Blue	37	3	4	4	18800	2517	16283	1575	13126	8
772698783	Existing Customer	50	F	2	College	Married	Less than $40K	Blue	40	3	2	4	8416	1549	6867	13988	13124	7
772706283	Existing Customer	38	F	2	College	Married	$40K - $60K	Blue	28	3	3	4	6275	1579	4696	1585	13122	8
772712658	Existing Customer	62	F	0	Uneducated	Married	Less than $40K	Blue	50	5	1	2	3791	1648	2143	2058	13123	8
772721208	Existing Customer	50	M	2	High School	Single	$60K - $80K	Blue	40	4	3	3	17655	1720	15935	16293	13120	8
772725408	Existing Customer	40	M	3	Uneducated	Divorced	$60K - $80K	Blue	30	2	3	2	24499	2517	21982	7667	13121	1
772728933	Attrited Customer	50	M	2	High School	Married	$120K +	Blue	40	6	4	3	13709	813	12896	2511	14592	5
772735758	Existing Customer	44	M	1	Unknown	Married	Unknown	Blue	34	6	2	0	2885	1895	990	1366	12956	4
772758783	Existing Customer	43	M	1	Unknown	Married	$80K - $120K	Blue	33	5	1	5	21165	735	20430	3343	14174	3
772776033	Existing Customer	33	M	2	College	Single	$80K - $120K	Blue	23	3	4	3	7081	1874	5207	2249	14171	1
772782708	Existing Customer	50	M	3	Post-Graduate	Single	$80K - $120K	Blue	40	5	2	2	31383	1688	29695	1721	14172	10
772794108	Existing Customer	46	F	3	Doctorate	Single	Less than $40K	Blue	36	5	1	4	2201	651	1550	3165	14707	3
772813458	Existing Customer	48	F	3	Graduate	Married	Unknown	Blue	39	3	1	2	6130	1741	4389	4264	14706	9
772825308	Existing Customer	40	M	3	Graduate	Divorced	$80K - $120K	Blue	31	4	2	3	27374	1509	25865	4231	14701	10
772837083	Existing Customer	41	M	3	Graduate	Married	$120K +	Blue	32	2	3	1	27169	0	27169	3906	14708	8
772846383	Existing Customer	45	F	1	Unknown	Single	Less than $40K	Blue	36	3	4	1	2632	1480	1152	4787	14081	9
772857558	Existing Customer	47	M	4	Graduate	Married	$60K - $80K	Blue	30	4	2	3	2257	896	1361	4618	12920	1
772869033	Existing Customer	47	M	3	Unknown	Single	$120K +	Gold	38	2	4	3	34516	1342	33174	7283	12922	10
772879158	Existing Customer	47	M	5	High School	Married	$60K - $80K	Blue	38	4	1	2	7357	1069	6288	3943	12927	7
772922883	Attrited Customer	41	M	3	Unknown	Married	$80K - $120K	Blue	22	3	3	4	20543	0	20543	1874	12926	1
772935108	Existing Customer	47	M	1	Unknown	Divorced	$80K - $120K	Silver	38	3	2	3	34516	802	33714	1823	12928	0
773018583	Existing Customer	38	F	4	Graduate	Married	Less than $40K	Blue	30	5	1	2	3144	2216	928	4717	14514	8
773073558	Existing Customer	44	F	3	Graduate	Divorced	Less than $40K	Blue	36	6	3	3	1467	896	571	1731	14512	1
773082033	Existing Customer	35	M	1	Post-Graduate	Married	$80K - $120K	Blue	27	3	3	4	25516	1363	24153	2317	14510	3
773108958	Existing Customer	55	F	2	Uneducated	Married	$40K - $60K	Blue	48	4	1	1	3011	2138	873	4439	14511	7
773140683	Existing Customer	51	M	0	Unknown	Married	$60K - $80K	Blue	43	4	1	2	3797	1202	2595	4191	12110	8
773146383	Existing Customer	50	F	1	College	Single	$40K - $60K	Silver	43	3	2	3	17304	2517	14787	1756	12115	6
773155533	Existing Customer	49	F	3	Unknown	Single	Less than $40K	Blue	42	5	3	3	3261	814	2447	4739	12116	10
773172483	Attrited Customer	30	M	0	Graduate	Married	$40K - $60K	Blue	23	6	2	4	4063	0	4063	7463	12117	4
773177358	Existing Customer	48	F	3	Graduate	Married	Unknown	Blue	41	1	2	2	8074	2426	5648	5372	12118	7
773185833	Existing Customer	49	M	3	High School	Married	$60K - $80K	Gold	42	3	1	4	34516	0	34516	15095	13244	7
773228133	Attrited Customer	39	F	2	Graduate	Married	Less than $40K	Blue	29	3	2	2	1677	0	1677	2437	14231	1
773236983	Existing Customer	47	M	4	High School	Married	$40K - $60K	Blue	40	4	2	3	2498	2258	240	1839	14107	9
773257233	Existing Customer	46	F	4	Unknown	Single	Less than $40K	Blue	39	4	2	3	7128	1457	5671	3534	13461	9
773270058	Existing Customer	57	M	5	High School	Married	$80K - $120K	Blue	50	4	2	3	13427	0	13427	1337	13683	4
773275083	Existing Customer	49	F	3	College	Married	Unknown	Blue	37	2	3	0	3085	966	2119	4765	13681	6
773283108	Existing Customer	31	M	0	High School	Married	$60K - $80K	Silver	24	1	1	3	32535	1722	30813	15738	12095	6
773288958	Existing Customer	38	M	1	Graduate	Married	$60K - $80K	Blue	31	6	3	3	7475	1473	6002	1592	12094	3
773297508	Existing Customer	34	M	3	College	Married	$80K - $120K	Blue	28	3	1	3	24765	1999	22766	1544	12093	5
773306658	Existing Customer	54	M	1	Unknown	Single	$60K - $80K	Blue	48	4	5	4	4752	1230	3522	15678	12092	5
773322558	Existing Customer	59	F	2	High School	Married	Less than $40K	Blue	48	6	1	1	2338	1566	772	3964	14031	0
773332908	Existing Customer	48	M	4	High School	Unknown	$60K - $80K	Blue	30	3	3	2	14670	1900	12770	4221	14030	5
773342808	Existing Customer	46	F	1	Unknown	Single	Less than $40K	Blue	40	6	4	3	2711	1793	918	5084	14032	7
773356008	Existing Customer	57	M	2	Post-Graduate	Divorced	$60K - $80K	Blue	51	2	3	3	5479	1200	4279	7960	14035	5
773364483	Existing Customer	45	F	4	Doctorate	Unknown	Unknown	Silver	39	4	1	2	34516	1298	33218	1906	14034	7
773373108	Existing Customer	49	F	4	High School	Married	Less than $40K	Blue	43	4	2	0	2826	2070	756	1025	14036	7
773383158	Existing Customer	29	F	1	College	Single	Less than $40K	Blue	23	4	3	4	4945	0	4945	2743	14788	6
773389908	Existing Customer	37	F	3	High School	Single	Less than $40K	Blue	31	5	1	3	1438.3	0	1438.3	2075	14787	4
773442258	Existing Customer	57	M	1	Doctorate	Married	$80K - $120K	Blue	51	5	2	2	8571	1616	6955	1397	14782	7
773448558	Existing Customer	46	M	3	Graduate	Divorced	$80K - $120K	Blue	40	6	3	3	3673	2292	1381	1257	13438	7
773457558	Existing Customer	45	F	5	College	Single	$40K - $60K	Silver	39	3	2	2	15677	1227	14450	3818	13431	2
773466258	Existing Customer	48	F	4	High School	Married	$40K - $60K	Blue	42	3	1	3	4206	1100	3106	1144	13433	9
773503308	Existing Customer	59	M	1	Uneducated	Single	Less than $40K	Blue	53	5	5	4	2192	1569	623	4010	13435	5
773667708	Attrited Customer	50	M	1	Graduate	Divorced	$60K - $80K	Blue	44	3	4	3	7050	1008	6042	2176	13436	6
773827008	Existing Customer	47	M	4	Uneducated	Single	$60K - $80K	Blue	41	6	2	2	2405	1540	865	1087	13437	5
773988708	Existing Customer	52	M	2	Uneducated	Married	$120K +	Silver	43	1	2	2	34516	1588	32928	7512	13639	1
774012933	Existing Customer	47	F	3	College	Divorced	$40K - $60K	Blue	41	1	2	1	6443	2073	4370	9277	14591	3
774099708	Existing Customer	39	F	3	High School	Single	Less than $40K	Blue	33	2	1	2	1621	0	1621	7400	12198	3
774172158	Existing Customer	29	M	1	Unknown	Single	$60K - $80K	Blue	19	3	1	2	23507	1990	21517	2650	12190	3
774437583	Existing Customer	55	M	1	Doctorate	Married	$60K - $80K	Blue	49	6	2	4	4597	2442	2155	1504	12193	8
774491958	Existing Customer	53	M	3	High School	Single	$60K - $80K	Blue	47	2	1	3	6228	1738	4490	8284	12194	3
774588633	Existing Customer	45	F	3	Graduate	Single	Less than $40K	Blue	39	2	2	3	1438.3	0	1438.3	4928	12196	8
774675933	Existing Customer	40	M	3	College	Divorced	$80K - $120K	Silver	34	2	1	3	34516	2052	32464	3510	12197	7
774760458	Attrited Customer	62	F	1	High School	Unknown	$40K - $60K	Blue	56	3	5	1	3807	2517	1290	1739	14411	4
775112958	Existing Customer	51	M	1	Unknown	Married	$60K - $80K	Blue	45	2	3	3	11548	0	11548	7781	14416	0
775152708	Attrited Customer	49	M	3	Post-Graduate	Unknown	$80K - $120K	Blue	39	2	3	4	20769	901	19868	1835	14414	9
775198608	Existing Customer	38	F	2	Graduate	Married	Less than $40K	Blue	32	5	3	3	4429	0	4429	1970	13820	2
775267158	Existing Customer	43	F	3	Graduate	Married	$40K - $60K	Blue	37	2	1	3	2476	1396	1080	8785	13353	8
778131333	Existing Customer	38	F	2	Graduate	Married	Less than $40K	Blue	31	6	3	3	3222	0	3222	5154	16701	6
778137108	Existing Customer	43	M	4	High School	Single	$80K - $120K	Blue	37	6	1	2	30503	2517	27986	1860	17251	3
778143183	Existing Customer	47	M	1	Graduate	Married	$60K - $80K	Blue	40	2	2	3	11773	0	11773	5098	17253	6
778148283	Existing Customer	48	M	2	Doctorate	Single	$120K +	Blue	41	5	2	1	20148	1084	19064	3921	17257	2
778152108	Existing Customer	31	F	0	High School	Single	Less than $40K	Blue	23	4	2	3	2239	1256	983	4986	15553	9
778155558	Existing Customer	45	M	3	Unknown	Married	$80K - $120K	Blue	38	3	1	2	23973	0	23973	3560	15701	1
778163508	Existing Customer	37	F	2	High School	Married	Unknown	Blue	27	2	1	2	5245	1044	4201	4938	17255	4
778170633	Existing Customer	48	M	5	Graduate	Married	$80K - $120K	Blue	38	6	2	2	34516	657	33859	3661	16914	9
778172583	Existing Customer	46	F	3	High School	Single	Less than $40K	Blue	36	1	3	2	6636	2399	4237	7023	16915	9
778176108	Existing Customer	61	M	0	High School	Single	$60K - $80K	Blue	51	4	2	2	5504	1412	4092	1290	16917	10
778180158	Existing Customer	44	M	4	Doctorate	Divorced	$80K - $120K	Blue	34	5	1	4	7150	1887	5263	3636	16910	0
778191933	Attrited Customer	45	M	3	Uneducated	Single	$120K +	Blue	35	2	3	5	7135	2517	4618	2305	16911	5
778207083	Attrited Customer	53	M	4	Uneducated	Single	$80K - $120K	Blue	44	3	3	2	11561	2189	9372	2153	16912	3
778224858	Existing Customer	42	F	2	College	Unknown	Unknown	Blue	32	3	3	4	4035	1003	3032	4589	17047	8
778228458	Existing Customer	52	F	3	Uneducated	Single	Less than $40K	Blue	42	2	3	3	2510	1928	582	4943	16565	5
778231983	Existing Customer	49	F	4	Unknown	Single	$40K - $60K	Blue	39	6	2	3	7382	1326	6056	4792	16428	2
778236858	Existing Customer	54	F	2	Graduate	Married	Unknown	Blue	42	4	1	1	11794	1018	10776	5547	16424	5
778239933	Existing Customer	45	F	4	Graduate	Married	Unknown	Blue	35	6	3	0	2801	2043	758	1241	16426	4
778242708	Existing Customer	63	M	1	Unknown	Single	$60K - $80K	Silver	53	5	4	4	25502	1450	24052	4323	16427	4
778245633	Existing Customer	43	F	3	Graduate	Single	Unknown	Blue	33	3	3	1	2341	1818	523	4356	16420	8
778247358	Existing Customer	65	M	1	Graduate	Single	Less than $40K	Blue	56	5	3	2	7636	0	7636	3880	16421	7
778255083	Existing Customer	52	F	1	Uneducated	Married	Less than $40K	Blue	42	5	3	3	3103	2517	586	4641	16422	3
778260108	Existing Customer	50	F	4	Unknown	Married	$40K - $60K	Blue	41	1	2	2	4268	1509	2759	14351	16423	10
778264008	Existing Customer	41	F	3	College	Single	$40K - $60K	Blue	32	2	1	2	3104	1954	1150	4699	18818	5
778268508	Existing Customer	56	F	2	Uneducated	Single	Unknown	Blue	47	5	2	1	5261	1966	3295	4448	18812	2
778272408	Attrited Customer	52	M	1	Unknown	Divorced	$80K - $120K	Blue	42	4	4	2	5763	0	5763	2310	18810	10
778275783	Existing Customer	37	F	2	Unknown	Unknown	Less than $40K	Blue	27	5	1	2	2868	1434	1434	2909	18815	9
778282758	Existing Customer	55	M	2	College	Divorced	$120K +	Blue	45	6	2	1	26729	1052	25677	4140	16629	8
778284783	Existing Customer	44	M	5	Unknown	Married	$60K - $80K	Blue	34	5	3	2	2791	1979	812	4617	16627	0
778286433	Existing Customer	67	M	0	Graduate	Married	$40K - $60K	Blue	56	4	2	1	5876	1297	4579	2133	16625	6
778289883	Attrited Customer	42	F	2	Graduate	Unknown	Less than $40K	Blue	32	3	3	3	1507	0	1507	2528	16622	1
778327908	Existing Customer	50	M	2	Uneducated	Single	Less than $40K	Blue	40	4	3	5	2419	2380	39	4099	16623	6
778340733	Existing Customer	44	F	3	College	Married	$40K - $60K	Blue	24	3	1	4	8495	1537	6958	1950	16620	7
778343958	Existing Customer	47	F	3	Graduate	Married	Less than $40K	Blue	27	3	3	0	1451	0	1451	3866	16621	5
778346283	Existing Customer	53	M	0	Graduate	Married	$120K +	Blue	33	4	3	3	21006	1905	19101	1856	16844	10
778348233	Existing Customer	53	M	3	Unknown	Married	$80K - $120K	Blue	33	3	2	3	2753	1811	942	1038	16845	1
778349883	Existing Customer	56	F	0	Uneducated	Single	Less than $40K	Blue	36	4	3	1	3219	2114	1105	4188	16849	2
778353183	Existing Customer	31	F	0	High School	Married	Less than $40K	Blue	13	5	2	3	3201	984	2217	5155	18801	8
778356408	Existing Customer	51	F	3	College	Divorced	$40K - $60K	Blue	31	6	2	2	2768	1329	1439	4275	15470	5
778357458	Existing Customer	44	F	5	Unknown	Single	Less than $40K	Blue	24	4	3	3	2003	1224	779	1756	18446	7
778360608	Existing Customer	42	F	1	College	Divorced	Less than $40K	Blue	22	5	3	2	2403	1105	1298	4186	18441	4
778364583	Attrited Customer	45	F	2	Graduate	Married	Less than $40K	Blue	25	3	2	3	5911	916	4995	1656	18449	7
778372158	Existing Customer	49	F	5	High School	Married	$40K - $60K	Blue	33	6	3	2	2506	1549	957	4747	15677	9
778375458	Existing Customer	52	M	3	Graduate	Married	$80K - $120K	Blue	32	6	3	3	30820	1724	29096	3402	15670	7
778377183	Existing Customer	49	M	3	Graduate	Single	$120K +	Blue	29	5	2	2	18284	1144	17140	4846	16130	2
778378983	Attrited Customer	54	F	1	Graduate	Single	Less than $40K	Blue	34	5	2	2	2939	2152	787	2476	17776	8
778381608	Attrited Customer	48	M	4	Doctorate	Single	$80K - $120K	Blue	28	3	3	4	6572	417	6155	1766	17774	4
778386033	Existing Customer	38	M	3	Uneducated	Married	$60K - $80K	Blue	18	6	3	4	3417	1749	1668	2068	17778	1
778388358	Attrited Customer	56	M	3	Graduate	Single	$60K - $80K	Blue	36	2	2	3	4742	855	3887	870	18825	3
778394358	Existing Customer	46	F	2	High School	Divorced	Less than $40K	Blue	26	4	3	1	1870	1785	85	4347	15948	9
778397358	Attrited Customer	42	M	5	Unknown	Married	$60K - $80K	Blue	22	6	2	4	5096	0	5096	2574	15949	5
778399008	Existing Customer	50	M	0	High School	Married	$80K - $120K	Blue	30	3	4	2	4252	0	4252	1598	15942	4
778401033	Existing Customer	32	M	0	High School	Married	$60K - $80K	Blue	13	3	3	4	14308	1889	12419	1659	15943	6
778405458	Existing Customer	52	F	2	High School	Single	Unknown	Blue	32	6	1	3	1461	0	1461	4633	15940	1
778407033	Existing Customer	59	F	0	Uneducated	Married	Less than $40K	Blue	39	6	3	4	2417	1932	485	2367	15946	3
778420383	Existing Customer	49	M	1	Graduate	Married	$120K +	Blue	29	2	3	2	7650	2045	5605	8609	15944	5
778422933	Existing Customer	42	F	1	Unknown	Single	Unknown	Blue	22	4	2	2	19127	985	18142	3323	15945	5
778425408	Existing Customer	44	M	4	Graduate	Single	$80K - $120K	Blue	24	5	3	0	3839	2295	1544	1271	16301	4
778426608	Existing Customer	52	M	4	Graduate	Married	$80K - $120K	Blue	32	4	3	3	1438.3	702	736.3	1805	16329	10
778428108	Existing Customer	36	F	1	Graduate	Single	Less than $40K	Blue	16	6	5	3	6091	1184	4907	17437	16541	8
778430733	Existing Customer	45	M	5	High School	Unknown	$60K - $80K	Blue	25	1	5	1	12399	1461	10938	7855	16546	3
778433283	Attrited Customer	51	M	3	High School	Married	$60K - $80K	Blue	31	3	3	3	8989	0	8989	2031	16544	9
778436283	Existing Customer	41	M	4	High School	Single	Less than $40K	Blue	21	2	3	1	3429	1504	1925	4015	15856	9
778439883	Existing Customer	50	M	1	High School	Unknown	$80K - $120K	Blue	31	1	2	2	26840	769	26071	7969	17054	4
778441533	Attrited Customer	45	F	4	High School	Single	Unknown	Blue	26	6	2	2	4549	1631	2918	2240	17058	3
778444908	Existing Customer	57	M	2	Graduate	Married	$120K +	Silver	39	4	2	3	34516	1444	33072	16392	17763	8
778447908	Existing Customer	51	M	2	College	Married	$80K - $120K	Blue	33	3	1	2	3558	0	3558	4136	15537	2
778456983	Existing Customer	38	F	2	Unknown	Single	Less than $40K	Blue	23	5	3	3	2222	1205	1017	1823	15536	9
778459833	Existing Customer	42	M	5	Graduate	Married	$60K - $80K	Blue	27	3	2	3	11880	2025	9855	1789	15534	9
778461408	Existing Customer	38	M	1	High School	Married	$80K - $120K	Blue	23	4	3	2	22149	987	21162	2409	15533	5
778465533	Existing Customer	54	F	0	College	Married	Less than $40K	Blue	40	3	1	2	1638	0	1638	1885	15531	5
778471758	Existing Customer	52	F	2	Graduate	Married	Less than $40K	Blue	37	1	3	3	2427	2362	65	4663	15530	8
778486008	Existing Customer	52	F	3	High School	Married	Less than $40K	Blue	40	4	4	1	4223	2235	1988	3669	15539	1
778493808	Existing Customer	49	M	3	High School	Married	$60K - $80K	Blue	37	5	2	1	3906	0	3906	1756	16746	3
778502958	Existing Customer	47	M	3	Unknown	Divorced	$60K - $80K	Silver	35	4	2	5	29812	2031	27781	2385	18419	9
778506633	Attrited Customer	43	F	4	College	Married	Less than $40K	Blue	23	6	2	3	7706	392	7314	965	17260	3
778508883	Existing Customer	44	M	5	Graduate	Married	$120K +	Blue	24	4	1	4	11876	1926	9950	1367	17262	8
778511733	Existing Customer	42	F	3	College	Single	$40K - $60K	Blue	30	6	3	2	5424	1812	3612	1634	17265	9
778523733	Existing Customer	38	M	3	Graduate	Single	$80K - $120K	Blue	31	6	1	2	13637	0	13637	3625	17264	1
778550583	Existing Customer	43	F	1	High School	Unknown	$40K - $60K	Blue	35	6	3	2	1766	0	1766	4808	17266	9
